elected,expired,dob,pageUrl,education,constituency,name,club,votes,history,party,votes/_source,history-mp,history-senate,recent-mp,recent-senate,total-mp,total-senate
09-10-2011,None,"03-07-1967, Gorlice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=022,wyższe,14 Nowy Sącz,Barbara Bartuś,Klub Parlamentarny Prawo i Sprawiedliwość,14652,poseł VI kadencji,Prawo i Sprawiedliwość,14652,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"07-04-1964, Chomranice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=138,wyższe,14 Nowy Sącz,Wiesław Janczyk,Klub Parlamentarny Prawo i Sprawiedliwość,13993,poseł VI kadencji,Prawo i Sprawiedliwość,13993,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"09-08-1953, Wola Rzędzińska",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=380,średnie zawodowe,15 Tarnów,Andrzej Sztorc,Klub Parlamentarny Polskiego Stronnictwa Ludowego,7087,poseł VI kadencji,Polskie Stronnictwo Ludowe,7087,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"04-01-1958, Mogielnica",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=024,wyższe,17 Radom,Dariusz Bąk,Klub Parlamentarny Prawo i Sprawiedliwość,10217,poseł VI kadencji,Prawo i Sprawiedliwość,10217,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"12-01-1954, Potok Górny",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=063,wyższe,17 Radom,Czesław Czechyra,Klub Parlamentarny Platforma Obywatelska,4347,poseł VI kadencji,Platforma Obywatelska,4347,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"04-05-1963, Przasnysz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=159,wyższe,18 Siedlce,Andrzej Kania,Klub Parlamentarny Platforma Obywatelska,5212,poseł VI kadencji,Platforma Obywatelska,5212,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"31-01-1968, Siedlce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=192,wyższe,18 Siedlce,Jacek Kozaczyński,Klub Parlamentarny Platforma Obywatelska,6804,poseł VI kadencji,Platforma Obywatelska,6804,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"28-06-1956, Ostrowiec Świętokrzyski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=069,wyższe,19 Warszawa,Alicja Dąbrowska,Klub Parlamentarny Platforma Obywatelska,4622,poseł VI kadencji,Platforma Obywatelska,4622,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"20-08-1976, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=144,wyższe,19 Warszawa,Leszek Jastrzębski,Klub Parlamentarny Platforma Obywatelska,3075,poseł VI kadencji,Platforma Obywatelska,3075,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"14-12-1977, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=372,wyższe,19 Warszawa,Michał Szczerba,Klub Parlamentarny Platforma Obywatelska,4137,poseł VI kadencji,Platforma Obywatelska,4137,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"04-10-1973, Nowa Ruda",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=416,wyższe,2 Wałbrzych,Monika Wielichowska,Klub Parlamentarny Platforma Obywatelska,10589,poseł VI kadencji,Platforma Obywatelska,10589,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"06-07-1965, Świebodzice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=437,wyższe,2 Wałbrzych,Anna Zalewska,Klub Parlamentarny Prawo i Sprawiedliwość,14999,poseł VI kadencji,Prawo i Sprawiedliwość,14999,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"19-09-1969, Legionowo",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=031,wyższe,20 Warszawa,Mariusz Błaszczak,Klub Parlamentarny Prawo i Sprawiedliwość,44319,poseł VI kadencji,Prawo i Sprawiedliwość,44319,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"22-11-1948, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=060,wyższe,20 Warszawa,Barbara Czaplicka,Klub Parlamentarny Platforma Obywatelska,8340,poseł VI kadencji,Platforma Obywatelska,8340,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"21-10-1958, Legionowo",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=079,wyższe,20 Warszawa,Zenon Durka,Klub Parlamentarny Platforma Obywatelska,7988,poseł VI kadencji,Platforma Obywatelska,7988,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"27-06-1955, Sosnowiec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=270,wyższe,21 Opole,Janina Okrągły,Klub Parlamentarny Platforma Obywatelska,11418,poseł VI kadencji,Platforma Obywatelska,11418,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"09-09-1969, Krosno",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=017,wyższe,22 Krosno,Piotr Babinetz,Klub Parlamentarny Prawo i Sprawiedliwość,7239,poseł VI kadencji,Prawo i Sprawiedliwość,7239,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"04-10-1957, Rzeszów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=339,wyższe,22 Krosno,Marek Rząsa,Klub Parlamentarny Platforma Obywatelska,9204,poseł VI kadencji,Platforma Obywatelska,9204,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"25-06-1969, Przemyśl",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=399,wyższe,22 Krosno,Piotr Tomański,Klub Parlamentarny Platforma Obywatelska,9621,poseł VI kadencji,Platforma Obywatelska,9621,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"31-05-1959, Dębica",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=051,wyższe,23 Rzeszów,Renata Butryn,Klub Parlamentarny Platforma Obywatelska,8941,poseł VI kadencji,Platforma Obywatelska,8941,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"27-10-1979, Rzeszów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=158,wyższe,23 Rzeszów,Tomasz Kamiński,Klub Poselski Sojusz Lewicy Demokratycznej,8410,poseł VI kadencji,Sojusz Lewicy Demokratycznej,8410,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"09-03-1960, Baranów Sandomierski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=308,wyższe,23 Rzeszów,Mirosław Pluta,Klub Parlamentarny Platforma Obywatelska,12812,poseł VI kadencji,Platforma Obywatelska,12812,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"16-02-1956, Babule",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=313,wyższe,23 Rzeszów,Krzysztof Popiołek,Klub Parlamentarny Zjednoczona Prawica,12755,poseł VI kadencji,Prawo i Sprawiedliwość,12755,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"21-04-1959, Jodłowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=413,wyższe,23 Rzeszów,Jan Warzecha,Klub Parlamentarny Prawo i Sprawiedliwość,12588,poseł VI kadencji,Prawo i Sprawiedliwość,12588,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"07-02-1974, Gdańsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=123,średnie ogólne,25 Gdańsk,Iwona Guzowska,Klub Parlamentarny Platforma Obywatelska,22616,poseł VI kadencji,Platforma Obywatelska,22616,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"16-12-1970, Włocławek",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=145,wyższe,25 Gdańsk,Andrzej Jaworski,Klub Parlamentarny Prawo i Sprawiedliwość,22770,poseł VI kadencji,Prawo i Sprawiedliwość,22770,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"30-04-1968, Starogard Gdański",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=260,wyższe,25 Gdańsk,Sławomir Neumann,Klub Parlamentarny Platforma Obywatelska,14346,poseł VI kadencji,Platforma Obywatelska,14346,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"08-01-1980, Gdynia",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=312,wyższe,25 Gdańsk,Agnieszka Pomaska,Klub Parlamentarny Platforma Obywatelska,16117,poseł VI kadencji,Platforma Obywatelska,16117,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"14-07-1954, Minkowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=172,wyższe,26 Gdynia,Krystyna Kłosin,Klub Parlamentarny Platforma Obywatelska,16187,poseł VI kadencji,Platforma Obywatelska,16187,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"24-03-1974, Słupsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=182,wyższe,26 Gdynia,Zbigniew Konwiński,Klub Parlamentarny Platforma Obywatelska,18548,poseł VI kadencji,Platforma Obywatelska,18548,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"03-09-1962, Częstochowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=215,wyższe,28 Częstochowa,Izabela Leszczyna,Klub Parlamentarny Platforma Obywatelska,18737,poseł VI kadencji,Platforma Obywatelska,18737,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"23-05-1962, Częstochowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=379,wyższe,28 Częstochowa,Grzegorz Sztolcman,Klub Parlamentarny Platforma Obywatelska,8926,poseł VI kadencji,Platforma Obywatelska,8926,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"30-08-1966, Bytom",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=043,wyższe,29 Gliwice,Jacek Brzezinka,Klub Parlamentarny Platforma Obywatelska,10775,poseł VI kadencji,Platforma Obywatelska,10775,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"04-04-1950, Katowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=163,wyższe,29 Gliwice,Jan Kaźmierczak,Klub Parlamentarny Platforma Obywatelska,8155,poseł VI kadencji,Platforma Obywatelska,8155,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"26-01-1981, Aleksandrów Kujawski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=141,wyższe,3 Wrocław,Michał Jaros,Klub Parlamentarny Platforma Obywatelska,9635,poseł VI kadencji,Platforma Obywatelska,9635,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"03-09-1956, Oława",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=151,średnie ogólne,3 Wrocław,Roman Kaczor,Klub Parlamentarny Platforma Obywatelska,5302,poseł VI kadencji,Platforma Obywatelska,5302,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"14-12-1963, Katowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=170,wyższe,30 Rybnik,Joanna Kluzik-Rostkowska,Klub Parlamentarny Platforma Obywatelska,22418,poseł VI kadencji,Platforma Obywatelska,22418,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"22-10-1967, Rybnik",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=203,wyższe,30 Rybnik,Marek Krząkała,Klub Parlamentarny Platforma Obywatelska,25938,poseł VI kadencji,Platforma Obywatelska,25938,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"24-08-1951, Nysa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=439,wyższe,30 Rybnik,Ryszard Zawadzki,Klub Parlamentarny Platforma Obywatelska,10108,poseł VI kadencji,Platforma Obywatelska,10108,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"01-12-1956, Katowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=448,wyższe,31 Katowice,Jerzy Ziętek,Poseł niezrzeszony,8960,poseł VI kadencji,Platforma Obywatelska,8960,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"27-12-1964, Sosnowiec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=300,wyższe,32 Sosnowiec,Jarosław Pięta,Klub Parlamentarny Platforma Obywatelska,9309,poseł VI kadencji,Platforma Obywatelska,9309,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"23-02-1953, Krynica-Zdrój",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=409,średnie ogólne,32 Sosnowiec,Piotr Van der Coghen,Klub Parlamentarny Platforma Obywatelska,12171,poseł VI kadencji,Platforma Obywatelska,12171,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"28-12-1951, Skarżysko-Kamienna",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=026,wyższe,33 Kielce,Andrzej Bętkowski,Klub Parlamentarny Prawo i Sprawiedliwość,4591,poseł VI kadencji,Prawo i Sprawiedliwość,4591,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"21-04-1979, Kielce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=101,wyższe,33 Kielce,Artur Gierada,Klub Parlamentarny Platforma Obywatelska,11679,poseł VI kadencji,Platforma Obywatelska,11679,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"29-12-1975, Kielce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=185,wyższe,33 Kielce,Sławomir Kopyciński,Poseł niezrzeszony,7003,poseł VI kadencji,Sojusz Lewicy Demokratycznej,7003,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"20-05-1972, Skarżysko-Kamienna",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=269,wyższe,33 Kielce,Marzena Okła-Drewnowicz,Klub Parlamentarny Platforma Obywatelska,34745,poseł VI kadencji,Platforma Obywatelska,34745,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"27-04-1953, Ostróda",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=016,wyższe,34 Elbląg,Zbigniew Babalski,Klub Parlamentarny Prawo i Sprawiedliwość,7217,poseł VI kadencji,Prawo i Sprawiedliwość,7217,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"08-08-1978, Olsztyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=058,wyższe,34 Elbląg,Piotr Cieśliński,Klub Parlamentarny Platforma Obywatelska,15547,poseł VI kadencji,Platforma Obywatelska,15547,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"03-01-1960, Ostre Bardo",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=369,wyższe,34 Elbląg,Miron Sycz,Klub Parlamentarny Platforma Obywatelska,8884,poseł VI kadencji,Platforma Obywatelska,8884,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"07-01-1957, Bytom",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=057,wyższe,35 Olsztyn,Janusz Cichoń,Klub Parlamentarny Platforma Obywatelska,13902,poseł VI kadencji,Platforma Obywatelska,13902,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"10-11-1962, Rutki",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=275,wyższe,35 Olsztyn,Andrzej Orzechowski,Klub Parlamentarny Platforma Obywatelska,12046,poseł VI kadencji,Platforma Obywatelska,12046,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"08-08-1958, Opatówek",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=005,wyższe,36 Kalisz,Leszek Aleksandrzak,Klub Poselski Sojusz Lewicy Demokratycznej,9941,poseł VI kadencji,Sojusz Lewicy Demokratycznej,9941,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"03-08-1981, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=081,wyższe,36 Kalisz,Jan Dziedziczak,Klub Parlamentarny Prawo i Sprawiedliwość,15954,poseł VI kadencji,Prawo i Sprawiedliwość,15954,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"04-05-1971, Krotoszyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=276,wyższe,36 Kalisz,Maciej Orzechowski,Klub Parlamentarny Platforma Obywatelska,14123,poseł VI kadencji,Platforma Obywatelska,14123,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"28-03-1943, Mdzewko",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=319,wyższe,36 Kalisz,Józef Racki,Klub Parlamentarny Polskiego Stronnictwa Ludowego,6179,poseł VI kadencji,Polskie Stronnictwo Ludowe,6179,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"16-11-1963, Boguszów-Gorce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=411,wyższe,36 Kalisz,Piotr Walkowski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,6331,poseł VI kadencji,Polskie Stronnictwo Ludowe,6331,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"11-04-1951, Poznań",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=385,wyższe,39 Poznań,Bożena Szydłowska,Klub Parlamentarny Platforma Obywatelska,14352,poseł VI kadencji,Platforma Obywatelska,14352,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"16-05-1983, Bydgoszcz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=041,wyższe,4 Bydgoszcz,Krzysztof Brejza,Klub Parlamentarny Platforma Obywatelska,12600,poseł VI kadencji,Platforma Obywatelska,12600,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"31-08-1957, Białogard",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=365,wyższe,40 Koszalin,Stefan Strzałkowski,Klub Parlamentarny Prawo i Sprawiedliwość,4840,poseł VI kadencji,Prawo i Sprawiedliwość,4840,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"15-05-1957, Szczecinek",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=366,wyższe,40 Koszalin,Wiesław Suchowiejko,Klub Parlamentarny Platforma Obywatelska,8724,poseł VI kadencji,Platforma Obywatelska,8724,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"10-06-1964, Wałcz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=368,wyższe,40 Koszalin,Paweł Suski,Klub Parlamentarny Platforma Obywatelska,7741,poseł VI kadencji,Platforma Obywatelska,7741,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"30-12-1971, Resko",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=011,wyższe,41 Szczecin,Bartosz Arłukowicz,Klub Parlamentarny Platforma Obywatelska,101746,poseł VI kadencji,Platforma Obywatelska,101746,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"19-09-1964, Trzebiatów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=279,wyższe,41 Szczecin,Konstanty Oświęcimski,Klub Parlamentarny Platforma Obywatelska,7459,poseł VI kadencji,Platforma Obywatelska,7459,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"11-06-1967, Resko",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=438,wyższe,41 Szczecin,Renata Zaremba,Klub Parlamentarny Platforma Obywatelska,6355,poseł VI kadencji,Platforma Obywatelska,6355,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"11-12-1953, Dąbrowa Chełmińska",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=082,wyższe,5 Toruń,Janusz Dzięcioł,Klub Parlamentarny Platforma Obywatelska,13907,poseł VI kadencji,Platforma Obywatelska,13907,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"17-12-1983, Lublin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=098,wyższe,6 Lublin,Magdalena Gąsior-Marek,Klub Parlamentarny Platforma Obywatelska,14676,poseł VI kadencji,Platforma Obywatelska,14676,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"12-04-1976, Płońsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=253,wyższe,6 Lublin,Joanna Mucha,Klub Parlamentarny Platforma Obywatelska,45568,poseł VI kadencji,Platforma Obywatelska,45568,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"09-08-1955, Radawczyk Kolonia",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=361,wyższe,6 Lublin,Lech Sprawka,Klub Parlamentarny Prawo i Sprawiedliwość,23848,poseł VI kadencji,Prawo i Sprawiedliwość,23848,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"10-03-1961, Biała Podlaska",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=001,wyższe,7 Chełm,Adam Abramowicz,Klub Parlamentarny Prawo i Sprawiedliwość,12708,poseł VI kadencji,Prawo i Sprawiedliwość,12708,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"18-05-1973, Tomaszów Lubelski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=117,wyższe,7 Chełm,Mariusz Grad,Klub Parlamentarny Platforma Obywatelska,9962,poseł VI kadencji,Platforma Obywatelska,9962,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"21-09-1962, Biłgoraj",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=241,wyższe,7 Chełm,Zbigniew Matuszczak,Klub Poselski Sojusz Lewicy Demokratycznej,8017,poseł VI kadencji,Sojusz Lewicy Demokratycznej,8017,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"09-07-1970, Chełm",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=323,wyższe,7 Chełm,Grzegorz Raniewicz,Klub Parlamentarny Platforma Obywatelska,7907,poseł VI kadencji,Platforma Obywatelska,7907,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"07-12-1961, Wrocław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=284,wyższe,8 Zielona Góra,Witold Pahl,Klub Parlamentarny Platforma Obywatelska,7235,poseł VI kadencji,Platforma Obywatelska,7235,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"28-05-1948, Sulęcin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=356,wyższe,8 Zielona Góra,Bożena Sławiak,Klub Parlamentarny Platforma Obywatelska,6673,poseł VI kadencji,Platforma Obywatelska,6673,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"25-11-1970, Umuahia",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=106,wyższe,9 Łódź,John Abraham Godson,Klub Parlamentarny Polskiego Stronnictwa Ludowego,29832,poseł VI kadencji,Platforma Obywatelska,29832,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2013-11-12,"28-08-1965, Kluczbork",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=049,wyższe,21 Opole,Andrzej Buła,Klub Parlamentarny Platforma Obywatelska,9167,poseł VI kadencji,Platforma Obywatelska,9167,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-03-12,"06-08-1966, Bielawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=358,wyższe,2 Wałbrzych,Tomasz Smolarz,Klub Parlamentarny Platforma Obywatelska,9893,poseł VI kadencji,Platforma Obywatelska,9893,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-05-27,"18-07-1970, Racibórz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=307,wyższe,31 Katowice,Marek Plura,Klub Parlamentarny Platforma Obywatelska,22795,poseł VI kadencji,Platforma Obywatelska,22795,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-05-27,"04-12-1969, Kętrzyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=195,wyższe,39 Poznań,Agnieszka Kozłowska-Rajewicz,Klub Parlamentarny Platforma Obywatelska,27807,poseł VI kadencji,Platforma Obywatelska,27807,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-12-01,"11-04-1975, Leszno",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=039,wyższe,36 Kalisz,Łukasz Borowiak,Klub Parlamentarny Platforma Obywatelska,11545,poseł VI kadencji,Platforma Obywatelska,11545,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-12-03,"10-02-1960, Radzyń Podlaski",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=325,wyższe,7 Chełm,Jerzy Rębek,Klub Parlamentarny Prawo i Sprawiedliwość,7503,poseł VI kadencji,Prawo i Sprawiedliwość,7503,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
